user_id,timestamp,page,session_id,action
aefd7393,2025-06-02 10:12:04,product,fbe1067c,view
2313eb17,2025-06-02 08:35:02,cart,4f240d72,add_to_cart
a3c386fd,2025-06-01 16:10:42,cart,d3ca993f,add_to_cart
5d0aa9db,2025-06-06 23:22:27,home,78616c3d,view
111d4d47,2025-06-06 22:27:02,checkout,5a61ee7e,view
2d105811,2025-06-02 03:54:25,checkout,00fa948e,view
50d06f3b,2025-06-04 01:56:27,home,8d6e5229,view
e59f3a8d,2025-06-04 11:56:06,cart,890a163e,view
a019885a,2025-06-04 08:56:48,checkout,3dabb34d,add_to_cart
9d40aace,2025-06-03 03:33:13,cart,30d79b41,view
5d113bbd,2025-06-02 12:06:00,home,28a6fe93,view
d24870d7,2025-06-01 05:31:16,home,5ced9296,view
c744f5f2,2025-06-03 14:16:22,purchase,730a2787,view
5c4d69ef,2025-06-01 20:45:32,product,91b2193a,view
08eefaef,2025-06-04 20:53:54,product,ee347478,add_to_cart
94ad9794,2025-06-02 01:54:00,checkout,22ab4bc1,purchase
18e8ae87,2025-06-03 02:55:58,home,35178513,view
1c6eea20,2025-06-04 13:59:45,product,1c1a2abc,view
f778cf77,2025-06-01 16:25:55,product,d596259c,view
384fd7b4,2025-06-01 02:25:23,home,9d2cdd10,view
fb2a046f,2025-06-06 16:44:38,product,f42a9133,view
141f28a6,2025-06-03 18:09:12,checkout,8187154f,view
4d87ee22,2025-06-01 17:14:18,home,03c225dd,view
a07a2903,2025-06-01 23:10:54,cart,1a386e8c,add_to_cart
c128c6f3,2025-06-05 07:45:32,purchase,c8a67f8f,view
8b0adefc,2025-06-01 14:03:56,checkout,21cf84b5,view
89408435,2025-06-06 15:29:39,product,7379a924,view
fef0690a,2025-06-02 13:02:18,checkout,6a664324,view
81b3ffab,2025-06-05 07:47:04,cart,a1cc5f8e,add_to_cart
b29def7f,2025-06-06 21:14:24,cart,7e383413,purchase
64d9e87c,2025-06-06 13:13:15,home,871510e1,view
c5623f2c,2025-06-05 13:56:08,product,2222ed0e,view
3b3dd88c,2025-06-01 17:25:51,home,daf2faa6,view
4ea1fb33,2025-06-02 11:43:39,home,77a6a69d,view
5a4b7a62,2025-06-06 02:06:19,product,1e4f807a,view
fdbe3d98,2025-06-05 03:46:57,home,6509173d,view
d22c7eb1,2025-06-04 10:13:09,product,6a8d2fc6,view
89d5c475,2025-06-03 05:08:02,purchase,2bd682d9,view
75da0c23,2025-06-05 01:05:03,home,25fb45d1,view
25a0c0a0,2025-06-01 00:42:06,checkout,a0bb466c,add_to_cart
9ae572db,2025-06-07 10:56:17,home,fb92cc7a,view
5260de58,2025-06-02 05:55:40,product,7d96fc4d,view
3f0c7d7e,2025-06-04 02:25:45,home,e13e3a42,add_to_cart
391e8bfc,2025-06-02 18:38:29,home,fb0c07d3,add_to_cart
4e3054c9,2025-06-06 06:40:22,cart,3ed41961,view
b06d7152,2025-06-02 03:04:53,product,bbfb5195,purchase
0fe1c9a5,2025-06-03 06:59:13,product,537d7dd9,view
86a82b70,2025-06-05 12:15:00,purchase,8a7e80e7,view
7e173678,2025-06-04 01:01:29,home,7b21615b,view
ed7a7358,2025-06-04 02:22:23,product,eff5eef7,view
0fb3ac10,2025-06-02 03:33:01,product,d4e97bc7,view
bfd994f0,2025-06-03 13:28:37,home,96a5d30c,add_to_cart
a71c91dc,2025-06-02 22:50:53,product,bd15b721,view
850a536b,2025-06-03 22:49:59,checkout,9464c4c2,add_to_cart
ee791840,2025-06-04 02:58:28,product,145ba0aa,view
75b21ea1,2025-06-04 11:57:01,product,6993b624,add_to_cart
2ba18c7b,2025-06-05 15:54:30,cart,15c0bb91,add_to_cart
5464fcb1,2025-06-07 15:39:47,home,da527e02,view
2d552a76,2025-06-01 08:16:57,product,e409548e,view
8ba4d203,2025-06-01 18:00:11,product,5b1ede79,view
14163d11,2025-06-04 19:00:32,home,31466897,add_to_cart
f170b875,2025-06-02 16:43:30,product,fdd13332,view
85922c0a,2025-06-04 07:59:11,cart,64407f35,view
501566d2,2025-06-07 05:36:17,product,a47ab229,add_to_cart
6594182b,2025-06-07 21:01:25,cart,0dca5558,view
1cc4683e,2025-06-03 13:10:00,product,2a578919,purchase
62492954,2025-06-04 05:48:27,checkout,4ccf632c,view
7add6b8f,2025-06-03 07:33:47,product,d02cf1e9,view
80838f85,2025-06-02 02:48:47,cart,b0e88820,view
86de0cc4,2025-06-02 17:31:13,cart,a279ba37,view
23acce6f,2025-06-03 12:16:49,product,cc353554,view
4a15fde0,2025-06-04 04:50:45,product,6abaa006,purchase
73e613cb,2025-06-02 17:10:17,home,01a8a51a,view
d63fb258,2025-06-03 19:26:13,product,24ccdcb0,view
f7a6397a,2025-06-04 13:17:56,home,3dd6f7f4,add_to_cart
a22e5b87,2025-06-07 00:40:40,checkout,656602f1,add_to_cart
051889fe,2025-06-04 14:08:12,home,c683f203,view
50e6c5a9,2025-06-01 16:32:26,home,5b0557c1,view
4a92a14e,2025-06-01 19:14:39,checkout,f9cf8540,view
f5297180,2025-06-02 07:12:11,product,b6387dfa,add_to_cart
030a4e3f,2025-06-02 14:08:02,home,ccd2a02f,view
b87126b8,2025-06-02 10:07:09,home,5c852209,view
a37ecf1c,2025-06-02 03:36:26,cart,05549287,purchase
1665dcae,2025-06-04 16:27:59,product,336221c1,view
62fa7693,2025-06-01 10:07:06,product,bbcd45b8,add_to_cart
8165659a,2025-06-02 16:48:37,product,62be4a78,purchase
e770d72e,2025-06-07 22:43:59,home,105c6f3b,view
55a55b1a,2025-06-01 06:06:04,product,d652ca9e,view
f0beeaa1,2025-06-01 13:12:11,home,26aa780c,add_to_cart
a549aabe,2025-06-01 22:41:24,home,3c721d00,purchase
2c2b968c,2025-06-01 01:38:33,product,1a629ca7,view
c446d25d,2025-06-06 19:22:13,product,201e3f57,view
b232f9c2,2025-06-06 13:22:42,product,9693a1dc,view
36f39946,2025-06-05 10:38:06,product,e31aaad6,view
3032ac7f,2025-06-07 00:21:49,product,f08f79f6,view
9db879e1,2025-06-06 05:34:56,product,6792e925,view
4104ed1b,2025-06-07 10:47:06,product,6f2d9fd3,add_to_cart
bcbd9683,2025-06-05 05:31:07,home,251fac21,view
ab5e11f1,2025-06-05 18:57:04,checkout,1c6fca44,view
781e5ee2,2025-06-01 14:24:39,product,d5de7dc8,purchase
450bcbc7,2025-06-05 07:56:17,checkout,a1987540,view
7568a48e,2025-06-06 06:24:12,product,486373c2,view
314708c9,2025-06-01 18:47:24,home,097b69c1,purchase
7aac68f5,2025-06-03 10:54:44,purchase,400c0692,view
a4bb2e4c,2025-06-01 17:34:57,cart,67430118,view
d06c6694,2025-06-04 21:45:30,product,e4fa12ec,view
08890e29,2025-06-05 02:04:19,cart,f8bdc631,view
000a8976,2025-06-06 18:45:51,home,6f1e4604,view
146bff4d,2025-06-04 06:12:12,cart,a7c9053f,view
f6418495,2025-06-02 15:43:53,home,2b6339d9,view
9b04f6e3,2025-06-07 00:16:25,purchase,855ddd85,view
08eefaef,2025-06-03 06:12:41,product,a91b7b46,add_to_cart
21723b6b,2025-06-04 12:43:00,home,e6efef0f,purchase
66bdf375,2025-06-04 01:07:16,cart,a49c44e0,view
8f33ee65,2025-06-04 12:36:12,checkout,616dff86,view
5db44b00,2025-06-05 09:05:29,cart,7abe992e,view
384ae469,2025-06-02 23:32:47,product,e3db63dc,view
3fd13dc2,2025-06-07 12:07:29,checkout,a2a4631f,view
768f03e3,2025-06-05 14:04:55,product,4acd02c9,view
fb715260,2025-06-01 11:47:48,cart,bbb97d2b,view
011dfbe7,2025-06-04 04:11:51,product,560d56ef,view
f7a8e30d,2025-06-02 13:00:07,cart,f73a181f,view
df9b4418,2025-06-02 08:34:20,purchase,10abb609,view
0f6cf963,2025-06-07 07:33:13,home,1257212c,view
a4f91bac,2025-06-06 22:22:54,cart,78c1c018,view
41400a7c,2025-06-07 14:31:50,home,6d400f83,view
c51a66b9,2025-06-02 05:43:21,product,a9aa739d,view
4d4a4763,2025-06-02 17:07:16,home,fd32d45c,purchase
16e93f7f,2025-06-02 15:47:51,checkout,502906fa,view
ad4296f2,2025-06-04 05:37:04,home,06dc6653,view
b97f4c2d,2025-06-02 13:05:05,product,c11c981d,view
ab6580bd,2025-06-06 02:14:30,purchase,3f8a51f7,view
8d3777b8,2025-06-06 23:33:48,home,98b3a6ff,view
ebbe8902,2025-06-02 10:15:36,product,c98b8b2f,view
23e46a6d,2025-06-01 21:24:22,checkout,f70a884f,view
e531a8e5,2025-06-01 00:35:39,home,1a62c6db,view
17b74e8b,2025-06-02 20:18:17,home,08bda14a,view
8ae25446,2025-06-02 06:14:39,checkout,b8613391,view
517495a5,2025-06-03 19:57:26,product,68711eb4,add_to_cart
e95c6e7a,2025-06-07 13:06:01,home,c57010c9,view
551ae841,2025-06-04 19:45:29,home,6f208d14,view
9c894b25,2025-06-06 19:20:01,cart,decf1411,view
98506524,2025-06-07 16:42:09,product,82247a03,view
dc308f3b,2025-06-01 11:03:41,cart,611ee251,view
f3c53af3,2025-06-06 20:54:40,product,79d1bae9,add_to_cart
ffd290c9,2025-06-04 12:55:12,cart,a5d06dd9,add_to_cart
b29def7f,2025-06-06 07:18:45,cart,7979cbcb,view
8524022a,2025-06-05 23:01:56,home,d5b93e68,view
c1761d74,2025-06-01 04:43:59,checkout,100183d3,view
4737a385,2025-06-04 20:03:18,product,3dc244d3,view
4d87ee22,2025-06-03 12:16:14,home,b66676c0,view
34dcdbcb,2025-06-06 03:37:22,home,257eceb3,view
140c2f6b,2025-06-03 08:40:52,cart,789eed87,view
87dec147,2025-06-03 08:47:54,home,8a0e9b58,purchase
c8fc2e03,2025-06-07 11:51:11,home,79bba372,add_to_cart
db6d56b9,2025-06-07 15:20:40,product,9d8116dd,add_to_cart
05610d7e,2025-06-01 01:50:11,cart,a47d669c,view
d318d6fd,2025-06-01 08:05:05,home,a2538531,view
dae4d0e4,2025-06-05 09:09:40,product,184adba7,add_to_cart
16e93f7f,2025-06-05 22:44:19,cart,a583fb92,view
144914a9,2025-06-05 06:03:13,checkout,af7a13db,view
dce67814,2025-06-02 11:36:45,home,6aee6d4a,view
1cd7fbac,2025-06-01 12:19:33,product,842e0184,purchase
f9a75e33,2025-06-06 11:12:59,product,fbb2987c,view
298966a4,2025-06-01 00:07:28,product,66200bf9,view
7ed24d2d,2025-06-05 01:32:40,home,2045c6cb,view
6420f835,2025-06-05 07:49:10,cart,ff54298e,view
7d6a4251,2025-06-06 21:24:54,home,5ead7780,add_to_cart
74123a9c,2025-06-07 11:13:16,home,3f17387a,view
9034c003,2025-06-07 09:01:23,checkout,420d6171,view
0481e83b,2025-06-05 09:33:44,home,f283be3b,view
564d6192,2025-06-02 22:35:32,home,b0926dfa,add_to_cart
f82c9953,2025-06-03 10:34:20,home,56b40818,add_to_cart
f8271169,2025-06-03 22:34:08,home,298a1ec8,view
5e4ad3a1,2025-06-07 14:15:20,cart,df150a8b,view
3a124704,2025-06-04 17:10:02,home,2f650fd6,view
df9b4418,2025-06-02 04:59:07,cart,36dea58e,add_to_cart
4bda9520,2025-06-07 15:35:16,home,4708b9d8,view
a5c6f390,2025-06-02 21:02:02,home,bba53e4b,view
b9c14524,2025-06-02 03:58:20,home,6d3acb86,view
bd02686a,2025-06-02 03:20:27,purchase,6526d115,view
81c6976e,2025-06-05 16:48:57,checkout,75f6576d,add_to_cart
144a1aae,2025-06-06 06:20:54,home,54c8a658,purchase
5efb033a,2025-06-03 09:07:08,home,3f9850f0,add_to_cart
ba1957d0,2025-06-06 20:15:26,home,a7fd111f,add_to_cart
e8fe1993,2025-06-04 10:29:49,home,bbeb3ed2,view
10b36412,2025-06-02 10:26:35,product,c5d75bf6,view
598a10fe,2025-06-06 17:23:26,cart,5f933010,view
8f808495,2025-06-04 08:23:42,home,18c2de24,view
612242dc,2025-06-07 08:07:16,product,c519c152,view
6482d2cd,2025-06-05 11:38:51,home,c21aefee,view
8fac29fa,2025-06-03 16:12:00,product,6de9156a,add_to_cart
